"","word","freq"
"490","3h3",1
"491","3i",2
"492","3j09",1
"493","3k5010",1
"494","3l",1
"495","3lk",1
"496","3m62n94n36n",1
"497","3n",1
"498","3n76",1
"499","3n8",1
"500","3o",1
"501","3one",1
"502","3p",1
"503","3p67o6q",1
"504","3part",1
"505","3prongedengagements",1
"506","3rd",3
"507","3s5h13245554b323150931535n",1
"508","3te",1
"509","3watd",1
"510","4005sts200",1
"511","40h",1
"512","40select",1
"513","415s5152v69372423544q575152n577q291161212123241",1
"514","41v",1
"515","421a2b3c53d126",1
"516","42wx4wp1y",1
"517","4332b5u931535n",1
"518","435678q6",1
"519","4369012n63716r450r76q4723215s206323166s236o2122",1
"520","439768ab",1
"521","447abcdefaghibajjckhiljmhhinogpqljacdglarst",1
"522","456789756695a75a567bc",1
"523","4615671d1672eb73k123g33h6e173g13d1234567815263",1
"524","46adh",1
"525","46e9003p8f963q88c03depfqro8s88t382978238337639006823",1
"526","475181119f4",1
"527","47720r2t",1
"528","49854213i",1
"529","49c017",1
"530","4a3342413153ag3ad313a34bh",1
"531","4b324a3ik13ihig0j4g293lh4131705142c3313h42",1
"532","4b7",1
"533","4b9",1
"534","4d6",1
"535","4j11",1
"536","4k67",1
"537","4o9",1
"538","4ss3terminale",1
"539","4th",2
"540","4th8th",2
"541","5012360021212v40q26o2t6oo9051v4212536n092q91",1
"542","50220335cc39838651632389368328023092c32303d393026efghhi123803",1
"543","506718937847b0123456789",1
"544","50671897814ab",1
"545","5067189bcd4e0",1
"546","5067189fg0a7h",1
"547","5067189i40gb7",1
"548","510xkql",1
"549","511malawi",1
"550","5121a9k32514i",1
"551","5198134e",1
"552","51v8",1
"553","528823instagram",1
"554","52l589",1
"555","53we",1
"556","5414iul",1
"557","54b32315c531d23de6fg0113hi",1
"558","553j43a3411432gg0113hn",1
"559","5598a08c142d8320e4b3f3135g8223531323213208320",1
"560","56567897abcbcdecf01234567089",1
"561","568c8",1
"562","56b",1
"563","572284email",7
"564","57p",1
"565","584ext",1
"566","5959c9",1
"567","596ij3",1
"568","598353251c95215415c",1
"569","59g",1
"570","5a",1
"571","5ab15",1
"572","5all",1
"573","5d",1
"574","5d9",1
"575","5g",1
"576","5gu11",1
"577","5i",1
"578","5q",1
"579","5th",9
"580","611centre",1
"581","61nukualofa",1
"582","6382c3393938983b36cfhe7963088c036378383362x",1
"583","63f9",1
"584","6450648d0500",1
"585","66366b55c",1
"586","67137862h732",1
"587","6765a0x",1
"588","6765n",1
"589","676e10",1
"590","67897acdeafgehfijklmdnfop9q",1
"591","678986a8",1
"592","67b",1
"593","67b9",1
"594","67h126537123",1
"595","67ra0279",1
"596","689m76",1
"597","697a",2
"598","6987t",1
"599","69e",2
"600","69g",1
"601","6aba",1
"602","6b",1
"603","6b6",1
"604","6b6a5",1
"605","6c",2
"606","6d",3
"607","6dd346ag3gkgl3agg9dhmna696gedid963g6oi9ia9693d",1
"608","6dd3oa7adgd239e3d634393dbe3ooag93gd939i93gdb8igk774b",1
"609","6dd3oi9ia6gd6geqa69d4i93gdoa9r3d93gk644gkd2",1
"610","6fl",1
"611","6g56",1
"612","6gedge6a8dd9ieg9dge6dd9aji3966ge",1
"613","6geig393did92ap9k9a7a693l489eo3g2696g",1
"614","6gzefzghi",1
"615","6i69e",1
"616","6johannesburg",1
"617","6l9ci",1
"618","6m00045k",1
"619","6oo9051v2s276o201o2oq23t20v69̀650v69̀6501397v",1
"620","6th",13
"621","6thaygc",1
"622","6u21llijj",1
"623","6we",1
"624","714b",1
"625","718yrs",1
"626","71b7h674cd3e37e1f713",1
"627","71ht29",1
"628","726q405c",1
"629","72ie7",1
"630","7484jnbjn9p7",1
"631","75567895797a",1
"632","75683c5",1
"633","7646898n",1
"634","77cape",1
"635","788162email",1
"636","78969969a",1
"637","7897acdeafgehfijkl012341156",1
"638","78999a9a04b66c",1
"639","78999a9a9a93b55c",1
"640","79367o7",1
"641","79ab9ak̀7aaaldgf75dag8clabgbdakmn",1
"642","7a6",1
"643","7ace",1
"644","7b32",1
"645","7b3808k48318358g229855922k418012345id1g8h8g8",1
"646","7c2",1
"647","7e1",1
"648","7h126537123",1
"649","7h1265376179",1
"650","7h1265377",2
"651","7h126539",1
"652","7l2",1
"653","7rican",1
"654","7th",3
"655","7w",1
"656","7zmk3251",1
"657","8033c8k450c262",1
"658","803m",1
"659","80participatingthe",1
"660","81cl25a9k325194926",1
"661","82522a",1
"662","8288m14890178in0843h821553489221h848a08o41b437i",1
"663","829yrs",1
"664","82a9b653849139809c90038082292464291c6c9829b8",1
"665","83a63ab2988210543",1
"666","842fax",1
"667","8509896acdefagheijklmgeiehnkopqrestcmnuehsvokrsowadigalkggahasgwsdxiaswedvywkdhehiadiojgsdzaxsqkdviarahipdefagheieahediakgoxcmnhfehekdehikwgasiasdawaiekdsooasgdedvadfegkdqadiisilkhiaghvokrsoweièadheysxfsdwahswefeosdx",1
"668","8592983c2",1
"669","859298c5",1
"670","85945032c163s163231232335088966gwagfbcdeegff213157987306720c89",1
"671","87012cfd",1
"672","872i292",1
"673","8768g",1
"674","878e72",1
"675","883939012033964c39c818786834291039779636378399012345673898",1
"676","88c150",1
"677","88d",1
"678","892131579786633c8k450c26332859663594303933120",1
"679","892w",1
"680","895e",1
"681","897ab734c0dd2ce4fgc",1
"682","89a",1
"683","89ab9",1
"684","89z",1
"685","8a06178099d01a0111fcdac333d2032204c703c1x1c1yzf92c",1
"686","8abccdef",1
"687","8b",2
"688","8b2286836796298290037690829730689j306796316943o",1
"689","8b8643763fhei691637837969003j088c4c97963k768lmmno",1
"690","8c",2
"691","8c38",1
"692","8c4",1
"693","8d69d9",1
"694","8im699",1
"695","8jj9hdj9747d1q96o9djdjbg4249898b9",1
"696","8m",1
"697","8pa8ehe6i8ha6d6d8abcoqrtuuiddecoem696hjc",1
"698","8q",1
"699","8r",1
"700","8u",1
"701","8u8",1
"702","8xuyzlinl",1
"703","8xwxt",1
"704","8xytbcdecfgfhijklbkmmke3",1
"705","8yzk2fy9f2",1
"706","90808081httrswwwhecgovrkpapua",1
"707","90s",1
"708","90s1990s",1
"709","90young",1
"710","9193272423tz369rn63p6w2q412w97193472s20140s435696123",1
"711","91b",1
"712","922gdehdcijktiilemdpcnceffddkoh",1
"713","92511a7b12c1c1251291891c",1
"714","92d",1
"715","92h",1
"716","93r64716943155401n66n6120154716q2112312o27s20",1
"717","9662cde34623",1
"718","967bcdcefgh9",3
"719","97508ti",1
"720","97c69163783988183b839363783997082292468900379636c0defg",1
"721","9831o",1
"722","98a99pqrsnpqpqnb39",1
"723","98ayy229",1
"724","98b913093936cdef",1
"725","98b9134",1
"726","98beyy229",1
"727","98e",1
"728","98l2",1
"729","9a7",1
"730","9ab",1
"731","9abcadeefg",1
"732","9b69e",1
"733","9b73",1
"734","9cad9",1
"735","9d",3
"736","9ed346",1
"737","9ef9",1
"738","9el",1
"739","9f9",1
"740","9f9g9",1
"741","9g",1
"742","9g65d",1
"743","9g9",1
"744","9gg9",1
"745","9h9",1
"746","9i",3
"747","9i6",4
"748","9icdj",1
"749","9lg",1
"750","9n9",1
"751","9p",1
"752","9t",1
"753","9th",1
"754","ª",3
"755","a053404p043k0310103013",1
"756","a0541",1
"757","a0617809dc23122cb01h5a0a11j21c01d",1
"758","a0bb91",1
"759","a1",1
"760","a11n",1
"761","a13",1
"762","a2",3
"763","a22",1
"764","a2day",1
"765","a3",2
"766","a301",1
"767","a33b",1
"768","a4a3037879",1
"769","a4ad13m424g5fd313a3in",1
"770","a9",1
"771","a9246",1
"772","a98",3
"773","a99",1
"774","a9b",1
"775","a9g3h",1
"776","aa",2
"777","aab",1
"778","aaccessed",1
"779","aand",1
"780","aashraya",1
"781","aauw",14
"782","aauwapplyistscominternational",1
"783","aauwapplyistscommastersfirst",1
"784","aauws",3
"785","ab",3
"786","ab98125c0f00ac2ef12d20302cdc1cc3a0",1
"787","ababa",7
"788","ababaconcerned",1
"789","ababaethiopia",1
"790","ababb0ac2dea",1
"791","abadefgeh121i1446e344i2jc321",1
"792","abandonment",1
"793","abarriers",1
"794","abbeerbb",1
"795","abca",1
"796","abccefgheaijklmkankjopq",1
"797","abcddjxl",1
"798","abcdefbhijjkbdcjalkjmmbnlifooabpaqroabsfcjltfaluiqcjvobldajbjebrrjaejqccfpfqmfbsqfblwqeejllbxdlfjll",1
"799","abcdefghijkigldmlhniocplhboqilbrmnpsdlb",1
"800","abcdèghaiajgkadcdglmbinjgcopchdqrigbqcbiscdqgolcoitmrbicqamb",1
"801","abcdfghi",1
"802","abcefghijfhikghgfjlfmno",1
"803","abdefg",3
"804","abdelkader",1
"805","abdella",1
"806","abducted",2
"807","abduction",1
"808","abductionthe",1
"809","abdullah",2
"810","abdusalam16",1
"811","abe",1
"812","abe788",1
"813","abeokuta",1
"814","aberdeenaudra",1
"815","abetter",1
"816","abide",1
"817","abidrdqecqqmcleagwgc",1
"818","abig",1
"819","abilities",4
"820","abilitiesreturning",1
"821","ability",20
"822","abland",1
"823","abli",6
"824","abmty",1
"825","abn",1
"826","abokobi",1
"827","abokuma",2
"828","abolish",1
"829","aboubakar",1
"830","abounds",1
"831","aboutrefugees",1
"832","aboutrewards",1
"833","aboutunderstand",1
"834","aboutyour",1
"835","aboutytiliwhat",2
"836","abovementioned",1
"837","abqjyeiljkljyqlggalpkoibgcblkgbqjjkhldjeqqjeljkq",1
"838","abraham",1
"839","abrahams",1
"840","abroad",3
"841","absa",3
"842","absence",3
"843","absent",3
"844","absolute",1
"845","absorb",3
"846","abu",2
"847","abubakartafawa",1
"848","abuja",1
"849","abujadeclaration",1
"850","aburning",1
"851","abuse",14
"852","abuses",1
"853","abxb",1
"854","ac",6
"855","academia",3
"856","academic",45
"857","academically",3
"858","academicfellowmary",1
"859","academicians",1
"860","academicimpacts",1
"861","academics",1
"862","academy",28
"863","academyarticlesourceurl",1
"864","academycarly",1
"865","academycomprising",1
"866","academyjohn",1
"867","academys",2
"868","academysnhu",1
"869","academysourceurl",1
"870","academythe",1
"871","acceded",1
"872","accel",1
"873","accelerate",5
"874","accelerated",6
"875","acceleratedother",1
"876","acceleratedyouth",1
"877","accelerateproperty",1
"878","accelerating",1
"879","acceleratingugandas",1
"880","acceleration",2
"881","accelerator",1
"882","accelerators",1
"883","accent",1
"884","accept",5
"885","acceptance",2
"886","acceptancehow",1
"887","accepted",7
"888","acceptedcan",1
"889","accepting",4
"890","accepts",1
"891","access",185
"892","accessacknowledging",1
"893","accessalso",2
"894","accessare",1
"895","accesscountries",1
"896","accessed",5
"897","accessedoutside",1
"898","accessibility",2
"899","accessibilityin",1
"900","accessible",8
"901","accessing",31
"902","accessinglivelihoods",1
"903","accessingrecognize",1
"904","accessnational",1
"905","accessother",1
"906","accessovercome",1
"907","accessrefugees",1
"908","accesssupport",1
"909","accesssupporting",1
"910","accessto",1
"911","accident",1
"912","accommodate",4
"913","accommodated",1
"914","accommodation",7
"915","accommodations",6
"916","accommodationsi",1
"917","accompanied",1
"918","accompany",2
"919","accomplish",2
"920","accomplishment",1
"921","accomplishments",2
"922","accord",1
"923","accordance",8
"924","accorded",1
"925","accordingleading",1
"926","account",12
"927","accountability",14
"928","accountabilityby",1
"929","accountable",5
"930","accountant",2
"931","accountants",1
"932","accounting",7
"933","accounts",5
"934","accra",7
"935","accraghana",4
"936","accraghanatel",1
"937","accreditations",1
"938","accredited",4
"939","accrue",1
"940","accrued",1
"941","accrues",1
"942","accruing",1
"943","accuracy",3
"944","accurate",2
"945","accurately",1
"946","accurateorganizations",1
"947","accuses",1
"948","acd",1
"949","acdoco",1
"950","ace",3
"951","achieve",13
"952","achieved",10
"953","achieveextraordinary",1
"954","achievement",10
"955","achievements",9
"956","achievementslooking",1
"957","achiever",1
"958","achievers",4
"959","achieversawardthis",1
"960","achieves",1
"961","achievethe",1
"962","achieving",9
"963","achmat",1
"964","acid",1
"965","acidoc",1
"966","ackerman",1
"967","acknowledge",4
"968","acknowledged",1
"969","acknowledgement",1
"970","acknowledgementswe",1
"971","acknowledging",2
"972","aclear",1
"973","acls",1
"974","acn",1
"975","acnde3flamacglnfaghi",1
"976","acnon",1
"977","acnwhich",1
"978","acouple",1
"979","acquire",4
"980","acquired",2
"981","acquisition",5
"982","acquisitionto",1
"983","acronym",1
"984","acronyms",1
"985","acronymsaep",1
"986","across1",1
"987","acrosscultural",1
"988","acrossgauteng",1
"989","acrossthe",3
"990","act",11
"991","acted",2
"992","acting",2
"993","action",40
"994","action16",1
"995","action2015org",1
"996","actionable",1
"997","actionagainst",1
"998","actionas",1
"999","actioneduc",1
"1000","actionpolicies",1
"1001","actions",13
"1002","actions12",1
"1003","actionssome",1
"1004","activatesthe",1
"1005","activationspanded",1
"1006","active",19
"1007","activecontributors",1
"1008","actively",13
"1009","activelyconnects",1
"1010","activelyparticipate",2
"1011","activeparticularly",1
"1012","activism",4
"1013","activist",4
"1014","activists",1
"1015","activites",1
"1016","activities",60
"1017","activities22",1
"1018","activitiesand",1
"1019","activitiesof",1
"1020","activitieson",1
"1021","activitiesthese",1
"1022","activity",3
"1023","activityfilled",1
"1024","actors",14
"1025","actors1",1
"1026","actorsengage",1
"1027","actual",2
"1028","actuelleescola",1
"1029","acu",2
"1030","acute",1
"1031","ad",3
"1032","ad7d8dkactd8pwakkbo8d8cd8dkals8o6",1
"1033","adam",2
"1034","adamant",1
"1035","adamawa",4
"1036","adams",2
"1037","adamu",1
"1038","adapt",3
"1039","adaptation",17
"1040","adaptation231",1
"1041","adaptationand",3
"1042","adapted",3
"1043","adc",1
"1044","add",2
"1045","added",3
"1046","addiction",1
"1047","adding",5
"1048","addis",8
"1049","addiskenya",1
"1050","addition",21
"1051","additional",20
"1052","additionally",9
"1053","additionalthe",1
"1054","additionhigher",1
"1055","address",30
"1056","address34",1
"1057","address37893",1
"1058","addressafricas",1
"1059","addressed",5
"1060","addressedand",1
"1061","addresses",5
"1062","addressestheir",1
"1063","addressfor",1
"1064","addressi",1
"1065","addressin",1
"1066","addressing",10
"1067","addressthe",1
"1068","adds",2
"1069","addsecdevmohegovlkwwwmohegovlktanzania",1
"1070","adebiyi",1
"1071","adegoke",1
"1072","ademola",2
"1073","ademulegun",1
"1074","adenike",1
"1075","adequate",9
"1076","adequately",5
"1077","adequatelycapacity",1
"1078","adequatepeople",1
"1079","adequatesession",1
"1080","adesokan",2
"1081","adf",4
"1082","adhere",3
"1083","adherence",1
"1084","adi",1
"1085","adif",1
"1086","adjei",1
"1087","adjiriganoeast",1
"1088","adjumani",2
"1089","adjust",2
"1090","adjusted",1
"1091","adjusting",1
"1092","administer",1
"1093","administered",4
"1094","administeredthat",1
"1095","administration",7
"1096","administrationglorieuse",1
"1097","administrative",4
"1098","administrators",4
"1099","admission",15
"1100","admissions",9
"1101","admitted",4
"1102","ado",1
"1103","adolescence",1
"1104","adolescent",6
"1105","adolescents",3
"1106","adonai",1
"1107","adopt",8
"1108","adopted",12
"1109","adoptedby",1
"1110","adoption",6
"1111","adriaan",1
"1112","adrian",1
"1113","adtn",1
"1114","adu",1
"1115","adult",4
"1116","adulthood",1
"1117","adults",9
"1118","adultstogether",1
"1119","advanc",1
"1120","advance",9
"1121","advanced",3
"1122","advancement",3
"1123","advancementamerican",1
"1124","advancing",2
"1125","advantage",5
"1126","advantagecompetencybased",1
"1127","advantages",1
"1128","adventure",1
"1129","adverse",2
"1130","adversely",1
"1131","advertised",1
"1132","advertising",1
"1133","advice",6
"1134","advice10",1
"1135","advise",1
"1136","advised",1
"1137","adviser",1
"1138","advisor",4
"1139","advisors",1
"1140","advisory",16
"1141","advisoryboard",1
"1142","advoc",1
"1143","advocacies",1
"1144","advocacy",18
"1145","advocacyperspective",1
"1146","advocacywe",1
"1147","advocate",13
"1148","advocatehighlighting",1
"1149","advocates",3
"1150","advocatesrecruitme",1
"1151","advocating",2
"1152","aeaeqfba",1
"1153","aeegs",1
"1154","aefdf",1
"1155","aenn",2
"1156","aennfuture",1
"1157","aep",6
"1158","aeps",1
"1159","aer",1
"1160","aeve1opmem",1
"1161","af",2
