ID#,Name,Year,Program Sites,Webscrape,Short Description,Board Members Scrpped,Board Members or Directors,Foundation Maps,Website,Donors and Sponsors,HQ City,HQ Country,Primary Typology,Primary Donors,Board Members,All Typologies,Verified,Africa Only,Notes,Complete,School Level,Duration,Duration*,Eligible Ages,Ages*,Cohort Range,Cohort #,Total Reach #,Funders,Cost,Partner Orgs,Contact Info,Social Media,Case Materials,Press,Related Entries,Discovery Method,First Reviewer,Second Reviewer,Comments,Completed Participant Search,Researcher,AutoNumber,Auto Number,Participant Nationalities
AYLS038,Columba Leadership,2009,South Africa,checked,"Mission is to activate a national movement of engaged young leaders for youth enterprise and employment. instil a sense of grit, purpose, determination and 21st century skills, into large numbers of young leaders through our unique peer-on-peer leadership model. Runs dynamic leadership programmes at schools located in economically disadvantaged areas in six provinces around the country. Initial group of 15 people grows to 45 who then impact on 250 additional learners in the school.",,checked,,http://www.columba.org.za/#,,Johannesburg,South Africa,short-term program,,,short-term program,checked,checked,"- emphasis on 10th grade



Mission is to activate a national movement of engaged young leaders for youth enterprise and employment. instil a sense of grit, purpose, determination and 21st century skills, into large numbers of young leaders through our unique peer-on-peer leadership model. Runs dynamic leadership programmes at schools located in economically disadvantaged areas in six provinces around the country. Initial group of 15 people grows to 45 who then impact on 250 additional learners in the school.",,"Junior Secondary,Senior Secondary",2yrs-<4 yrs,3 years,13-17,,> 1000,1448,8700,Corporation,,,Email: info@columba.org.za,"https://www.instagram.com/columbaleads/
https://www.linkedin.com/company/columba-leadership
https://www.youtube.com/channel/UCyJ2A_mDlxbFqN8j9XEyh3Q
https://twitter.com/ColumbaLeads
https://www.facebook.com/columbaleadership/",,,,,,,"Seems like they potentially have a strong alumni database and are interested in research about their work, so may be good candidates to try and recruit survey participants from/for",,CK,38,,
AYLS041,Democratice Alliance Young Leaders Programme,2010,South Africa,checked,"Programme seeks to develop and grow our country’s future leaders responsible for upholding this vision of One Nation with One Future, and our core values of Freedom, Fairness and Opportunity in politics and government. Intensive, yearlong, part-time political leadership development course, known around the world as the gold standard in political development. The Programme strives to give passionate, young South African leaders the opportunity to develop themselves to their full potential, irrespective of their background. Selected participants must be South Africans between the ages of 18 and 35 who are passionate about working hard towards a better South Africa, considering politics and government as a serious career option for their own future. Functions as a part-time course, allowing participants to continue with their normal occupation while on the programme.",,,,https://www.da.org.za/get-involved/young-leaders-programme/,,Cape Town,South Africa,short-term program,,,"short-term program,scholarship or grant",checked,checked,"- Can't find year program was created but 2010 was the earliest application I came across and put it there for now. Rehana are you familiar with this program?
@Rehana Odendaal@Krystal Strong


Programme seeks to develop and grow our country’s future leaders responsible for upholding this vision of One Nation with One Future, and our core values of Freedom, Fairness and Opportunity in politics and government. Intensive, yearlong, part-time political leadership development course, known around the world as the gold standard in political development. The Programme strives to give passionate, young South African leaders the opportunity to develop themselves to their full potential, irrespective of their background. Selected participants must be South Africans between the ages of 18 and 35 who are passionate about working hard towards a better South Africa, considering politics and government as a serious career option for their own future. Functions as a part-time course, allowing participants to continue with their normal occupation while on the programme.",,Not Listed,1 yr-<2 yr,1 year,"18-24,25-35",18-35,10-50,15-25,NL,Other,N.L.,,youngleaders@da.org.za.,,,,,,,,"Funded by the political party. Have not included social media links because they are not specifically for the Young Leaders Program.

Have emailed them to confirm start date, share the survey link and total reach on 06.02.2020",,CK,41,,
AYLS044,Education with Enterprise Trust,1992,South Africa,checked,"Goal is to empower young people, through by guiding young people to become business creators rather than simply job seekers. Takes the form of a weekly extramural school activity for pupils during grades 8, 9, 10 and 11 (standards 6, 7, 8 and 9). Certain of the school’s teaching staff are EWET trained as programme facilitators and the students’ progress is evaluated and graded on an ongoing basis by adjudication teams from the local business community. Between 2014-2016 school entrepreneurial teams competed in regional and national competitions.",,,,https://www.facebook.com/pg/EwetEducationWithEnterpriseTrust/about/?ref=page_internal,ESKOM,Kwa-Zulu Natal,South Africa,short-term program,,,short-term program,checked,checked,"Simama Ranta is the name of the national entrepenurship competition, sponsored by parastatal energy company, ESKOM. The last winners of this competition were announced in 2016.
Although the total reach and cohort size is not directly stated, the competition seems to have grown both in geographic scope and team sizes between 2014- 2016.",checked,"Junior Secondary,Senior Secondary",6 mo-<1 yr,NL,NL,NL,,,,"Corporation,NGO",N.L.,,,"https://www.facebook.com/pg/EwetEducationWithEnterpriseTrust/about/?ref=page_internal
YouTube video about Youth Entrepenurship Societies posted by EWET CEO: https://www.youtube.com/watch?v=SearYvg79jU",,,,,,,,,CK,44,,
AYLS045,Emerging Leaders Foundation,2012,Kenya,checked,"Goal is to reach out to young people between 15 – 35 years, to help them discover their purpose, utilize their potential and become the best they can be in life.  Organization believes that young people are the best resource that any nation has to be able to sustain growth and prosperity. Program consists of deliberately designed a leadership training and mentorship experience for individuals to impact their communities and for interns or entry-level workers to muster necessary skills to thrive in life. The ELF mentorship program is a six month program that seeks to equip youth and young adults with transformative leadership skills through training, mentorship and coaching.",,checked,Confirmed,http://www.elfafrica.org/,FORD Foundation,Nairobi,Kenya,short-term program,,,"short-term program,brick & mortar institution,network",checked,checked,"Two relevant programs:
1. ELF Fellowship
2. ABLI Fellowship
First one seems more aligned to YLFD but worth including both in the description @Rehana Odendaal @Krystal Strong


Goal is to reach out to young people between 15 – 35 years, to help them discover their purpose, utilize their potential and become the best they can be in life.  Organization believes that young people are the best resource that any nation has to be able to sustain growth and prosperity. Program consists of deliberately designed a leadership training and mentorship experience for individuals to impact their communities and for interns or entry-level workers to muster necessary skills to thrive in life. The ELF mentorship program is a six month program that seeks to equip youth and young adults with transformative leadership skills through training, mentorship and coaching.",,Not Listed,3 mo-<6 mo,6 months,"13-17,18-24,25-35",15-35,501-1000,aprox 945,"7562 ""youth reached""",Foundation,N.L.,"IFES Kenya through its IFES-GAC program - specifically for the 2017 youth voter education program (Changamka Fellowship); Open Society Initiative for Eastern Africa (OSIEA) (Husika Program);
",info@elfafrica.org,"https://www.facebook.com/emergingleadersfoundation/
https://twitter.com/elfafrica1
https://www.instagram.com/emergingleadersfoundation/

",,,,,,,,,CK,45,,
AYLS046,Enke,2009,South Africa,checked,"Empowers young leaders (aged 15 – 26) to make their mark on their community, their country & their world. Run holistic programs and provide services to impart the skills and belief systems that enable youth to become effective leaders. Youth programs focus on: 1) Building social capital: both by increasing the breadth & diversity of a participant’s network 2) Developing non-cognitive skills: otherwise known as soft skills or social and emotional skills 3) Increasing social responsibility: At enke we believe young people are an under-tapped resource for addressing the world’s social issues.  3 main programs: Trailbazer for high school youth  (9 months), Ignition for post-secondary students (3 months), catalyst for unemployed youth (6 months)",checked,checked,,http://enke.co.za/,"European Union; Ponahalo De Beers Trust, Investec; E2 Excellence in entrepeneurship; AngloAmerican; DGNT; Hanns Seidel Foundation; rocketseed; Price Waterhouse Cooper; Norton Rose Fulbright",Johannesburg,South Africa,short-term program,,,"short-term program,online program",checked,checked,"'@Rehana Odendaal @Krystal Strong There are multiple programs but the organization as a whole meets the criteria so put that as our unit of anaylsis.

Empowers young leaders (aged 15 – 26) to make their mark on their community, their country & their world. Run holistic programs and provide services to impart the skills and belief systems that enable youth to become effective leaders. Youth programs focus on: 1) Building social capital: both by increasing the breadth & diversity of a participant’s network 2) Developing non-cognitive skills: otherwise known as soft skills or social and emotional skills 3) Increasing social responsibility: At enke we believe young people are an under-tapped resource for addressing the world’s social issues.  3 main programs: Trailbazer for high school youth  (9 months), Ignition for post-secondary students (3 months), catalyst for unemployed youth (6 months)

– Non-Profit Company Reg.: 2010/0231851/08
– Dept. of Social Development Reg.: NPO 132-509
– SARS Public Benefit Org. Reg.: 9300/37429",,"Senior Secondary,University (First Degree),""Post-graduate (MA, Professional, PhD)"",Junior Secondary",Varied,3-9 months,"13-17,18-24,25-35",15-30,,,4300+,,,"Our implementation partners include the Allan Gray Orbis Foundation Scholarships Programme, GOLD Peer Education, the Kids Foundation, University of Cape Town 100 UP Programme, Masifunde Learner Development, Keiskamma Music Academy, Ikamva Youth, University of the Free State Schools Project, Sekwele Centre for Social Reflection, 180 Ministries, Education Without Borders and many more.

Our school partners have included St. Cyprians High School, Westville Boys High School, Wynberg Girls High School, Krugersdorp High School, Crawford College and the African Leadership Academy.

With the Catalyst Program we work with community skills development centres that are committed to bringing new opportunities and resources to the youth they serve.

Thank you to the following past and current partners in Catalyst:

-West Rand Youth Development Centre, Kagiso (2016 – present)
-Making Us Youth Organisation, Kagiso (2019 to present)
-Kliptown Jobs Centre (2017-2018)
-Tateni Community Development (2016-2017)","Address: 7th Floor South Point Corner, 87 De Korte Street, Braamfontein, Johannesburg, South Africa
Phone: +27-11-403-1241 / +27-11-403-1243
Email: more@enke.co.za","https://www.facebook.com/enkecoza
https://www.twitter.com/enkeMYM
https://instagram.com/enkeMYM
https://za.linkedin.com/company/enke-make-your-mark
https://www.youtube.com/channel/UC86QhARHZOz1rMH9nAeDtuQ
",,,,,,,,,CK,46,,
AYLS047,Equity African Leaders Program,1998,Kenya,checked,"An internship-based leadership development program that works to create a community of talented leaders who are capable of solving the world’s most pressing challenges. Launched by Equity Bank but now managed by Equity Group Foundation (EGF). Open to all Kenya Certificate for Secondary Education (KCSE) graduates. The selection process is based on merit. The top boy and girl in each district where Equity Bank has a branch are selected to join. Through this criterion, 232 students are selected each year. An additional 15 top achievers are selected where students were the top in their county, even if Equity Bank does not have a branch in their district. Scholars attend a two-week induction in Nairobi in which they receive training in 21st-century skills such as financial literacy, career development, and entry-level banking.  They get paid an allowance commensurate with entry-level bank staff every month, half of which is deposited into a SACCO as part of their college saving scheme.",checked,checked,,https://equitygroupfoundation.com/leadership-program/,Mastercard Foundation; KfW Development Bank; NORAD (Norwegian Agency for Development Cooperation); USAID; Department for International Development (DFID); Government of Kenya; Rockefeller Foundation; Embassy of the Kingdom of the Netherlands; International Fund for Agricultural Development (IFAD); Lundin Foundation; Consultative Group to Assist the Poor (CGAP); Equity Group Holdings,Nairobi,Kenya,short-term program,,,short-term program,checked,checked,"Through the Equity Leaders Program (ELP), Wings to Fly graduates get access to professional and leadership development while the top performers are prepared to attend leading global universities. The ELP currently has 13,775 university scholars, with 604 attending, or are alumni of global universities.
An internship-based leadership development program that works to create a community of talented leaders who are capable of solving the world’s most pressing challenges. Launched by Equity Bank but now managed by Equity Group Foundation (EGF). Open to all Kenya Certificate for Secondary Education (KCSE) graduates. The selection process is based on merit. The top boy and girl in each district where Equity Bank has a branch are selected to join. Through this criterion, 232 students are selected each year. An additional 15 top achievers are selected where students were the top in their county, even if Equity Bank does not have a branch in their district. Scholars attend a two-week induction in Nairobi in which they receive training in 21st-century skills such as financial literacy, career development, and entry-level banking.  They get paid an allowance commensurate with entry-level bank staff every month, half of which is deposited into a SACCO as part of their college saving scheme.

In addition to Education and Leadership Development Equity Bank has four other pillars around which their development work is focused:  Health, Food and Agriculture, Energy and Environment and Entrepreneurship and Financial Education",,"Senior Secondary,Junior Secondary",NL,NL,"13-17,18-24,25-35",14-35,101-500,232,13775  University Scholars  604  Attended Global Universities  3300  TVET Opportunities  6713  Scholars Interning,,NL,,,"https://www.facebook.com/KeEquityBank/
https://twitter.com/KeEquityBank
https://ke.linkedin.com/company/equity-bank-limited
https://www.instagram.com/equitygroup/?hl=en",,,AYLS276,,,,,,CK,47,,
AYLS049,FirstBank Youth Leadership Program,2008,Nigeria,checked,"Targeted at least 30 young people between the ages of 14 and 35 years old. Key objectives of the programme are providing a platform for the youth to imbibe a deeper understanding of the necessary but rewarding sacrifices and qualities of great leadership and equipping them the relevant tools, skills to become great leaders; opportunities for youth participation in developing the country through sustainable community development programmes; mentorship for the youth and value based leadership. Current partners are the Nigeria Leadership Initiative (NLI) and LEAP Africa",checked,checked,,https://www.fbnbanksierraleone.com/corporate-home/citizenship/community-support/youth-leadership-programme/,- First Bank,Lagos,Nigeria,short-term program,,,short-term program,checked,checked,"Targeted at least 30 young people between the ages of 14 and 35 years old. Key objectives of the programme are providing a platform for the youth to imbibe a deeper understanding of the necessary but rewarding sacrifices and qualities of great leadership and equipping them the relevant tools, skills to become great leaders; opportunities for youth participation in developing the country through sustainable community development programmes; mentorship for the youth and value based leadership. Current partners are the Nigeria Leadership Initiative (NLI) and LEAP Africa

Note that Webscraped material comes from Sierra Leone First Bank website, have included Webscrape of other First Bank Community Support projects, not directly related to First Bank Youth Leadership program.

Related program which may be of interest to AYLS is https://www.firstbanknigeria.com/careers/graduate-trainee-recruitment/
First Bank also sponsors a University Ethics competition",checked,"Senior Secondary,Junior Secondary",NL,NL,"13-17,18-24,25-35",14-35,10-50,30,1000 +,Corporation,NL,Current partners are the Nigeria Leadership Initiative (NLI) and LEAP Africa,N.L.,"http://facebook.com/firstbankofnigeria
https://www.youtube.com/user/firstbankngr
http://twitter.com/firstbankngr",,,,,,,,,CK,49,,
AYLS052,KITO International,2010,Kenya,checked,"Create opportunities that guide youth toward a lifetime of self-sufficiency. Via a 2 month intensive training course and an additional 4 months of hands on learning, they give our students the jump start they need to seek employment, entrepreneurship or even continued education (6 months).  They are a non-profit social enterprise with a simple philosophy, which is to give street youth an economic opportunity, and they will work their way out of poverty and stay off the streets forever.",,,,https://www.changemakers.com/globalgoals2015/entries/kito-international,Global Philanthropy Alliance,Nairobi,Kenya,short-term program,,,short-term program,checked,checked,"Create opportunities that guide youth toward a lifetime of self-sufficiency. Via a 2 month intensive training course and an additional 4 months of hands on learning, they give our students the jump start they need to seek employment, entrepreneurship or even continued education (6 months).  They are a non-profit social enterprise with a simple philosophy, which is to give street youth an economic opportunity, and they will work their way out of poverty and stay off the streets forever.",,Not Listed,6 mo-<1 yr,6 months,NL,NL,,,> 250,,,,,,,,,,,,"Note the organizational website listed at this URL is no longer available. Wayback Machine has shots of it as of July 2019, however Evernote does not seem able to make a cliping. https://web.archive.org/web/20190126032521/http://www.kitointl.org/",,CK,52,,
AYLS053,Leadership Africa USA,2006,"Senegal,Ghana,Nigeria,Liberia",checked,"Established with the goal of assisting African youth in conflict-affected countries to become the next generation of African leaders. Our leadership training and related program activities target the middle school students who will lead Africa into an era of sustained peace, growth and development. Work in Senegal, Ghana, Liberia, Nigeria",checked,checked,,http://www.leadershipafricausa.org/,USAID; Chevron Corporation;,Washington DC,United States,short-term program,,,short-term program,checked,checked,"Established with the goal of assisting African youth in conflict-affected countries to become the next generation of African leaders. Our leadership training and related program activities target the middle school students who will lead Africa into an era of sustained peace, growth and development. Work in Senegal, Ghana, Liberia, Nigeria",,"Junior Secondary,Primary,Senior Secondary",NL,NL,,,101-500,179 in 2010,,,,LEAP Africa; Tetteh Quarshie Educational Fund;,E-Mail : info@leadershipafricausa.org,"http://www.facebook.com/pages/Leadership-Africa-USA/51994038289
http://twitter.com/LeadAfricaUSA
http://goodsearch.com/?charityid=839579
",,,AYLS56,,,,This website had a large number of PDF files that are records for case material. Not all have been webscraped for time but would be worth re-visiting.,,CK,53,,
AYLS056,LEAP Africa,2002,Nigeria,checked,"LEAP Africa’s leadership programmes contribute to aspects of Vision 2063 as well as SDG goals 4, 8, 10, 16 and 17. Our programmes fill important gaps in education to improve learning outcomes for students through our leadership and life skills curriculum; contributes to economic development and reduces unemployment through our social innovators programme and support systems that help young people transition from school to work; contributes to reducing inequalities by targeting girls and youth from marginalised communities; raises ethical standards by demanding civic participation in governance and works in partnership with government ministries, development partners, teachers, school administrators, academics as well as policy actors and practitioners.

LEAP Africa has 7 programs related to education, leadership and economic development which take on different formats from blended learning two-day workshops, to longer term programs run in collaboration with schools and business.",checked,checked,Added Funders,https://www.leapafrica.org/,"AIR FRANCE/KLM, Airtel, Bank of Industry, Citi Foundation, Chellarams Foundation, CocaCola Foundation, First Bank of Nigeria, JP Morgan, Lafarge, Nokia/International Youth Foundation, Microsoft, Sahara Foundation, Sterling bank, the United States Government and the World Bank; Stanbic IBTC; Mastercard Foundation; International youth foundation; interswitch; Aspire Coronation Trust (ACT) Foundation; Ford Foundation; Diamond; FirstBank; Dell; Computer Aid; Lafarge; Chinese Government; Bank of Industry; Australia Aid; Airtel; Accenture; 7Up; Shell Nigeria; Union Bank; Afrissance; Brac; Campaign for Female Education; Equity Group Foundation; Global Accelerator Learning Initative; J.P. Morgan; NB; Technoserve; TY Danjuma Foundation; Unleash; At&T Foundation; Ford Foundation; Charities Aid Foundation of America

",Lagos,Nigeria,short-term program,,,"short-term program,conference or meeting,online program",checked,checked,"Youth LEAP offers innovative leadership and work readiness programmes for youth with the primary aim of equipping them to live productively, lead ethically and motivating them to deliver positive change in their communities by either executing community development projects or building sustainable social enterprises. The program aims to inspire, empower and equip a new cadre of African leaders by providing the skills and tools for personal, organizational and community transformation. Focus areas include raising leaders, business sustainability and establishing an online resource center.

LEAP Africa offers the iLEAD programme (formerly YDTP) , aimed at transforming mindsets and equipping youth to be value creators and change agents. iLEAD aims to inspire, equip and challenge teachers to be role models of leadership to their students, provide a platform for secondary school youth to acquire skills which are critical to a meaningful and productive existence, stretch the students’ ambition by exposing them to a range of career opportunities and how to seize them and advance youth participation in nation building and community development through development of impactful change projects in their communities.

The iLEAD curriculum has three key focal areas necessary to equip youth for success:

Leadership and life skills – soft skills and attitudes critical to directing the course of life and engaging successfully with others

Entrepreneurship – commercial awareness and the foundational skills for operating an enterprise and managing finances

Employability/Career counseling – broadening the exposure of students to a wide range of career options.

ILEAD transforms teachers and then their students through a training-of-trainers (ToT) approach. LEAP equips and inspires public secondary school teachers to take the students through interactive class sessions, games and illustrative activities. It also allows flexibility in teaching styles and promotes student-led civic engagement through community change project.

Trainers are put through a one-week training of trainers (ToT) workshop with classroom simulations and mock facilitation to provide teachers with practice for curriculum delivery. They are assessed on content assimilation and challenged to develop games and activities that convey the content of the iLEAD curriculum to students in a fun, practical way and mock facilitation.

LEAP manages the iLEAD through a community cluster structure. A community is loosely defined as a cluster of five (5) schools. Three teachers supported by one volunteer are trained to deliver the iLEAD curriculum per school. Each teacher is responsible for training 30 students. A community, therefore, constitutes of five schools, 15 teachers, 15 corporate volunteers, 450 students and 15 change projects.

LEAD THE WAY is a 5-day workshop that empowers teens to understand and harness their full leadership potential. With a focus on values as the foundation for leadership,  teens are given an opportunity to examine their core values and beliefs and start their own leadership journey based on a recognition of their identity, strengths and passion all while having the time of their lives.

At the end of the programme teens are challenged to forge their path, find their voices and mature into innovative and principled leaders.

LTW SUMMER 2018 BEGINS ON JULY 24-28 (AGES 13 - 17)

PROGRAM HIGHLIGHTS

Youth-Relevant Leadership and Life Skills Course: The programme features sessions on the art and act of leadership, unleashing personal strengths and overcoming weaknesses, developing personal vision and goals, crafting personal mission statements, creativity, building self-confidence, effective communication, social responsibility, patriotism, time management, values and integrity and more.

Activity Based Learning: Develop leadership skills and have fun while at it through case studies, role plays, games, animated videos, group discussions, visual props and team tasks.

e-Integrity Course: Discover why values are so important through the e-integrity animated video course.

Community Site Visit: Learn about the challenges and needs in the society and how you can lend your voice and start making a difference in your community today.

Team Presentations and Action Plans: Collaborate with your squad on a meaningful Community Action Plan and hands-on service project. Present your action plans to a panel of judges. May the best team win!

Squad Guides: Throughout the 5-day journey, receive support and guidance from LEAP’s pool of dynamic young leaders who are making a change in the world and are passionate about helping you do the same.

LEAP Africa is passionate about promoting youth-led social entrepreneurship. In 2004, LEAP Africa initiated the Annual Nigerian Youth Leadership Awards (ANYLA) to celebrate outstanding young people across the country.

Evolving from ANYLA, and with the support of the International Youth Foundation, the Social Innovators Programme and Awards (S.I.P.A) is LEAP Africa’s platform for empowering young change makers to expand social ideas into scalable social enterprises. S.I.P.A celebrates young social innovators between 18 – 35 years, whose ideas and initiatives offer effective solutions to challenges in local communities across Nigeria. Since 2013, LEAP has annually hosted the awards ceremony to celebrate youth social entrepreneurs across Nigeria and induct a new class into the one year Fellowship. Till date 125 change makers have been recognized on this platform.

The SIP 2016/2017 Fellowship began with induction in November 2016 with the support of Union Bank of Nigeria.

The 20 change makers have begun immersion in fellowship through series of training, mentoring and coaching exercises to scale up their initiatives in 2017.

Additional Programs offered by LEAD Africa include:
Social Innovators Programme & Awards
Transformative Leaders Programme
Youth Leadership Programme
Enterprise
Values and Leadership Skills Programme

Includes an Alumni network, although it is not clear whether this is for youth as well as teachers/ professional collaborations: https://alumni.leapafrica.org/",checked,"Senior Secondary,University (First Degree)","6 mo-<1 yr,1 wk-<1 mo,Varied",varied,"13-17,18-24,< 13,25-35",10-35,10-50,12-14 Fellows; 30 students in a iLEAD school class,"LEAP has trained over 300 teachers, 1,500 students and impacted the lives of about 150,000 indirect beneficiaries through community activities in Lagos.",,N.L.,,info@leapafrica.org,"https://twitter.com/LEAPAfrica
https://www.facebook.com/leapafrica/
https://www.youtube.com/user/LEAPImpact
https://www.instagram.com/leapafrica/",,,,,,,"Donors and Sponsors were listed under ""partners"" on the website, but since they are mostly large corporates, I assumed their support is predominantly financial. 

Ford Foundation and McArthur have created a specific funding relationship post #EndSARS 
https://www.fordfoundation.org/the-latest/news/nigeria-youth-futures-fund-will-equip-a-new-cadre-of-youth-leaders-in-the-region/
",,CK,56,,
AYLS060,United States Department of State Pan-African Youth Leadership Program,2014,United States,checked,"Meridian implements the U.S. Department of State’s Pan-Africa Youth Leadership Program (PAYLP). This dynamic youth leadership program brings together 72 high school students from across Africa with adult mentors for a three week U.S.-based training and cultural exchange. Participating countries listed are:  Kenya, Malawi, Nigeria and Senegal - although some platforms suggest all sub-Saharan countries are eligible.  The program strengthens the students’ understanding of civic rights and responsibilities, respect for diversity, and the importance of community engagement. Also included in the PAYLP design is a series of workshops on social entrepreneurship and two weeks of living with American host families. The program also recruits ""adult"" African mentors and facilitators to accompany the selected high schoolers from the four countries listed above.",,,,https://www.opportunitiesforafricans.com/u-s-department-of-state-bureau-of-eca-2019-pan-africa-youth-leadership-program/,US Dept of State,Washington DC,United States,short-term program,,,short-term program,checked,checked,"Meridian implements the U.S. Department of State’s Pan-Africa Youth Leadership Program (PAYLP). This dynamic youth leadership program brings together 72 high school students from across Africa with adult mentors for a three week U.S.-based training and cultural exchange. The program strengthens the students’ understanding of civic rights and responsibilities, respect for diversity, and the importance of community engagement. Also included in the PAYLP design is a series of workshops on social entrepreneurship and two weeks of living with American host families.

The program was still accepting applicants in 2020.  This program offers two streams of leadership development for African youth - High school students as participants, as well as ""Adult"" youth who fit the eligibility criteria.  @Christiana Kallon Kelly @Krystal Strong  I am not sure how we capture these two streams in our database without conflating cohort and age data.

@Rehana Odendaal do you mean that by selecting both age options it's not clear that these are separate parts of the program? Perhaps this can be clarified in the description?",,"Senior Secondary,Junior Secondary",1 wk-<1 mo,3 weeks,"13-17,18-24",15 - 18,101-500,< 150,NL,Government,$0,,Local US Embassy Public Affairs Dept,Will vary for each country,,,AYLS291,Unclear,,,"Program is implemented by Meridian, but run on behalf of the US Dept of State. Project seems to be on-going. Comprehensive list of countries not establish. Includes adult mentors as well as high school students.",,CK,60,,
AYLS062,United States Student Achievers Program- Africa,1999,"Zimbabwe,Ethiopia,Mozambique,Nigeria,South Africa,Malawi,Zambia,Uganda",checked,"The United States Achievers Program is for determined, talented and economically-disadvantaged students who lack financial resources and access to information to apply colleges in the USA. The program is ran by EducationUSA in collaboration with Advising Centers in applicants home countries. The program seeks to identify academically qualified and motivated, low-income, secondary school leavers and equip them to apply for admission and scholarship support at USA tertiary institutions. USAP does not directly fund any scholarships or grants to applicants. The ultimate goal is to produce widely-educated leaders who intend to return to their home country after graduating. USAP is a  global network of students from 17 countries and four continents. USAP program finances costs of the application process, including registration fees for required standardized examinations and provides free membership to the EducationUSA Advising Center.",checked,checked,,https://usapglobal.org/programs.htm,"EducationUSA
Grace Scholarship Program run by Philanthropic Ventures Foundation
Africa Sun Hotels
Educational Testing Services
AFR Clothing
Mufuka Foundation
Air Zimbabwe
Petersons
",Harare,Zimbabwe,short-term program,,,"short-term program,conference or meeting,network",checked,,"The United States Achievers Program is for determined, talented and economically-disadvantaged Nigerian students who lack financial resources and access to information. The program is ran by the EducationUSA Advising Centers in Nigeria, which seek to identify academically qualified and motivated, low-income, secondary school leavers. USAP’s mission is to assist these highly-talented and economically-disadvantaged high school students to negotiate the admissions and financial aid process for colleges and universities in the United States. The ultimate goal is to produce widely-educated leaders to build tomorrow’s Nigeria. The Nigerian USAPers are part of a global network of USAP students from 17 countries and four continents. USAP program finances costs of the application process, including registration fees for required standardized examinations and provides free membership to the EducationUSA Advising Center. In turn, USAP expect students to give back their energy and time to the program and to their communities.

Each country office manages its own applicants through their Education USA Liaison. USAP students have been accepted from the follow coutries since 1999.
Brazil
Colombia
Ecuador
Latvia
Malawi
Mongolia
Nigeria
South Africa
Uganda
Zambia
Zimbabwe

Large cohort of Nigerian and Zimbabwean students.

The website seems to suggest that USAP Forum is a regular (every few years) conference for current students, alumni and partner organizations.",,Senior Secondary,1 yr-<2 yr,1 year in country + Degree length,,,,,,"Trust,Government",,"NAFSA: Association of International Educators
",Contact form: https://usapglobal.org/contact-usap-form.htm,"https://twitter.com/#!/usapglobal
https://www.facebook.com/groups/43537405516/
http://www.youtube.com/usapglobal
",,,,,,,,,CK,62,,
AYLS063,She Leads Africa,2014,Nigeria,checked,"She Leads Africa is a social enterprise dedicated to supporting young African women between 18-35 and their journey towards professional success in the tech industry. Selected applicants participate in a 3 month program designed to identify, support and fund the next generation of Africa's brightest entrepreneurs. The organisation has been featured on CNN, CNBC Africa, Black Enterprise and Fox Business and has more than 400,000 community members across Africa and the diaspora.",,,,https://sheleadsafrica.org/accelerator/,,Lagos,Nigeria,short-term program,,,"short-term program,network,online program",checked,checked,"She Leads Africa is a social enterprise dedicated to supporting young African women between 18-35 and their journey towards professional success in the tech industry. Selected applicants participate in a 3 month program designed to identify, support and fund the next generation of Africa's brightest entrepreneurs. The organisation has been featured on CNN, CNBC Africa, Black Enterprise and Fox Business and has more than 400,000 community members across Africa and the diaspora.",,Not Listed,3 mo-<6 mo,3-4 months,"18-24,25-35",18-35,,,,,,,,,,,,,,,,,CK,63,,
AYLS064,South Africa Washington International Program,2007,"South Africa,United States",checked,"The South Africa-Washington International Program (SAWIP) inspires, develops and supports a diverse new generation of young South African leaders who have a history of serving others with humility and integrity and ambition to be active citizens and servant leaders. Through a richly varied program of service activities and hands-on leadership opportunities as well as skills development, these emerging leaders establish a trust based on shared experience with their team that transcends racial, socio-economic, religious and other boundaries.  SAWIP recruits emerging leaders between the ages of 18-25 across all disciplines and differences in South Africa from the universities of Cape Town, Johannesburg, Pretoria, Stellenbosch and the Western Cape. The selected 20 team members participate in a demanding seven-month development experience which includes community engagement and six-weeks of global and work exposure in Washington, DC.",,,,https://www.linkedin.com/company/south-africa-washington-international-program-sawip-/about/,,Gauteng,South Africa,short-term program,,,"short-term program,brick & mortar institution",checked,checked,"The South Africa-Washington International Program (SAWIP) inspires, develops and supports a diverse new generation of young South African leaders who have a history of serving others with humility and integrity and ambition to be active citizens and servant leaders. Through a richly varied program of service activities and hands-on leadership opportunities as well as skills development, these emerging leaders establish a trust based on shared experience with their team that transcends racial, socio-economic, religious and other boundaries.  SAWIP recruits emerging leaders between the ages of 18-25 across all disciplines and differences in South Africa from the universities of Cape Town, Johannesburg, Pretoria, Stellenbosch and the Western Cape. The selected 20 team members participate in a demanding seven-month development experience which includes community engagement and six-weeks of global and work exposure in Washington, DC.",checked,"University (First Degree),""Post-graduate (MA, Professional, PhD)""",6 mo-<1 yr,6 months,"18-24,25-35",18-25,10-50,15-20,163,NGO,,,,,,,,,,,"Rehana has started webscraping using Web Archive. Not complete

@Rehana Odendaal @Krystal Strong What website are you using for webscrapping because main one is down.  I took some information out of LinkedIn",,CK,64,,
